board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id
Gnu Gremlin,https://thegoodride.com/snowboard-reviews/gnu-gremlin-2021-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Average,Good,Average,Good,['2021'],mens,AFSa7MwyfgdlgldRqv7S9FUBRGc=
Gnu Head Space,https://thegoodride.com/snowboard-reviews/gnu-head-space-2016-2021-snowboard-review,Liked it!,Jib / Street,Advanced - Expert,"8-10, 10-12",USA by Mervin,Asymmetrical Twin,Mostly Camber,Centered,Feels Normal,Poor,Average,Average,Average,Average,Excellent,Good,Excellent,Good,"['2016', '2021']",mens,s8wg+WOq4HNEdlu3IQd4wckpDJk=
Gnu Hyperkyarve,https://thegoodride.com/snowboard-reviews/gnu-hyperkyarve-2017-2019-snowboard-review,Liked it!,Freeride,Beginner - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Great,Good,Good,Great,Average,Good,Average,Good,"['2017', '2019']",mens,W0mhC7cVQuzNMKGjxznHH0OKr4A=
Gnu Money,https://thegoodride.com/snowboard-reviews/gnu-money-2019-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"< 8, 8-10, 10-12",USA by Mervin,Directional Twin,Hybrid Rocker,Setback -12.5mm,Feels Normal,Good,Good,Average,Average,Good,Good,Good,Good,Good,['2019'],mens,BBPSzOTWtt5vfUgveEDbS4hQpjA=
Gnu Mullair,https://thegoodride.com/snowboard-reviews/gnu-mullair-2017-2020-snowboard-review,Loved it!,Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Good,Excellent,Great,Great,Good,Average,Good,Poor,Good,"['2017', '2020']",mens,bPzc+fIc1gzC68JLcK9LkqSJX2Y=
Gnu Nuzoid,https://thegoodride.com/snowboard-reviews/gnu-nuzoid-2020-snowboard-reveiw,None,Alternative Freeride,Beginner - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Good,Average,Good,Good,Good,['2020'],mens,QDPjtx/xki4KEyyi9L40ezEstQA=
Gnu RC C3,https://thegoodride.com/snowboard-reviews/gnu-rc-c3-2021-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,8-10,USA by Mervin,Asymmetrical Twin,Mostly Camber,Centered,Feels Normal,Poor,Great,Great,Good,Good,Excellent,Great,Good,Excellent,['2021'],mens,HD3h12loFFrKc+aPOSyeW7PJKyo=
Gnu Riders Choice,https://thegoodride.com/snowboard-reviews/gnu-riders-choice-2010-2019-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12, > 12",USA by Mervin,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Heavy,Average,Average,Average,Average,Good,Excellent,Great,Good,Great,"['2010', '2019']",mens,y5KStC+XmiwOBXRH4P1vY7pApSg=
Gnu Space Case,https://thegoodride.com/snowboard-reviews/gnu-space-case-2013-2019-snowboard-review,Loved it!,Freestyle,Beginner - Expert,8-10,USA by Mervin,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Normal,Average,Great,Good,Good,Good,Excellent,Great,Good,Great,"['2013', '2019']",mens,F51mJP4w8PrfKuOmQnyxWUZp96Q=
Gnu SPASYM,https://thegoodride.com/snowboard-reviews/gnu-spasym-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,8-10,USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Average,Good,Poor,Good,['2019'],mens,TReHh8CPHL+w9gJEnqe1WCmmUE0=
Gnu Super Progressive Air Machine,https://thegoodride.com/snowboard-reviews/gnu-super-progressive-air-machine-2018-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,8-10,USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Average,Good,Poor,Good,"['2018', '2019']",mens,M6G5+obNK516REVynt4ThmSRTis=
Gnu Swallow Tail Carver,https://thegoodride.com/snowboard-reviews/gnu-swallow-tail-carver-2016-2018-snowboard-review,Pretty Good,Alternative Freeride,Intermediate - Expert,8-10,USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Average,Good,Good,Average,Poor,Good,Poor,Average,"['2016', '2018']",mens,Bu/kkVSnq/IrJnW9joF9kvrKeC4=
Gnu T2B,https://thegoodride.com/snowboard-reviews/gnu-t2b-2019-snowboard-review,Pretty Good,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Mervin,True Twin,Hybrid Rocker,Centered,Feels Heavy,Average,Good,Average,Good,Good,Great,Good,Good,Good,['2019'],mens,bgb8TBDsoehEjeDIsIo1WEjBvCg=
Gnu Zoid,https://thegoodride.com/snowboard-reviews/gnu-zoid-2015-2018-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,8-10,USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Average,Good,Good,Poor,Average,Poor,Poor,"['2015', '2018']",mens,2p0/L9LL2VAY0JFUFwAbmmWvJf0=
Jones Aviator,https://thegoodride.com/snowboard-reviews/jones-aviator-2014-2021-snowboard-review,None,All Mountain,Intermediate - Expert,"< 8, 8-10, 10-12",Dubai by SWS,Directional,Mostly Camber,Setback -20mm,Feels Light,Good,Good,Good,Good,Average,Good,Great,Average,Good,"['2014', '2021']",mens,9NiePLcOKhASrNMG1t96Y5kdHqI=
Jones  Carbon Flagship,https://thegoodride.com/snowboard-reviews/jones-carbon-flagship-2013-2020-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Excellent,Average,Average,Good,Poor,Good,"['2013', '2020']",mens,X0lfxCrvrVJRtoKkS/fu+Yz/Vi0=
Jones Explorer,https://thegoodride.com/snowboard-reviews/jones-explorer-2016-2019-snowboard-review,Loved it!,All Mountain,Beginner - Expert,"8-10, 10-12, > 12",Dubai by SWS,Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Great,Good,Great,Good,Good,Good,Average,Good,"['2016', '2019']",mens,Mas2IhOZ2jOsVzMFlAjEsXdiv6M=
Jones Flagship,https://thegoodride.com/snowboard-reviews/jones-flagship-2011-2021-snowboard-review,Loved it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Good,Average,Good,Poor,Good,"['2011', '2021']",mens,3LJ7OXBDCCv1Lm73J2LPOA+0RH0=
Jones Frontier,https://thegoodride.com/snowboard-reviews/jones-frontier-2020-snowboard-review,None,All Mountain,Beginner - Expert,"8-10, 10-12",Dubai by SWS,Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Great,Good,Good,Good,Average,Good,['2020'],mens,/v1bhOoHaEHIG/jCRDccW8Rw8iM=
Jones Hovercraft,https://thegoodride.com/snowboard-reviews/jones-hovercraft-2011-2021-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Light,Excellent,Great,Great,Excellent,Good,Poor,Good,Poor,Average,"['2011', '2021']",mens,Bmb2sw1VUHqJOcdv/fINUacMz8E=
Jones Lone Wolf,https://thegoodride.com/snowboard-reviews/jones-lone-wolf-2018-2021-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,Dubai by SWS,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Excellent,Good,Good,Great,Good,Poor,Good,Poor,Average,"['2018', '2021']",mens,DYZYX1Tf7Q7mFkvjTIOSFY/u7E8=
Jones Mind Expander,https://thegoodride.com/snowboard-reviews/jones-mind-expander-2018-2021-snowboard-review,Loved it!,Powder,Advanced - Expert,"< 8, 8-10",Dubai by SWS,Tapered Directional,Continuous Rocker,Centered,Feels Normal,Excellent,Average,Average,Good,Good,Average,Average,Average,Average,"['2018', '2021']",mens,O2gw9XX9875zfYtki+7nvf0334U=
Jones  Mountain Twin,https://thegoodride.com/snowboard-reviews/jones-mountain-twin-2011-2021-snowboard-review,None,All Mountain,Beginner - Expert,"8-10, 10-12, > 12",Dubai by SWS,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Great,Good,Good,"['2011', '2021']",mens,3wy8ceDriOBB6cJ2MYJNdlqoAd0=
Jones Storm Chaser,https://thegoodride.com/snowboard-reviews/jones-storm-chaser-2016-2020-snowboard-review,Liked it!,Powder,Advanced - Expert,8-10,Dubai by SWS,Tapered Directional,Flat to Rocker,Setback -12.5mm,Feels Normal,Excellent,Average,Average,Good,Average,Poor,Average,Poor,Average,"['2016', '2020']",mens,g3s4TfE/USGgRtY7md2CaxqWy1M=
Jones Ultra Flagship,https://thegoodride.com/snowboard-reviews/jones-ultra-flagship-2021-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Light,Great,Good,Good,Great,Good,Average,Great,Poor,Good,['2021'],mens,gpeCY4HHpYuYrUtnihJvme2ryp0=
Jones Ultra Mind Expander,https://thegoodride.com/snowboard-reviews/jones-ultra-mind-expander-2019-2021-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,8-10,Dubai by SWS,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Good,Good,Good,Good,Average,Good,Poor,Good,"['2019', '2021']",mens,ger9wnbrEDRRDY8OUFyNHD2C9PM=
Jones Ultra Mountain Twin,https://thegoodride.com/snowboard-reviews/jones-ultra-mountain-twin-2016-2021-snowboard-review,Loved it!,All Mountain,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Great,Good,Great,Great,Average,Good,"['2016', '2021']",mens,GjwGvtwtV7WDbtT0vzuew9PyNEs=
Jones Ultracraft,https://thegoodride.com/snowboard-reviews/jones-ultracraft-2014-2021-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Light,Excellent,Great,Great,Great,Good,Poor,Good,Poor,Poor,"['2014', '2021']",mens,IuYB7oGEo6lbSn7GSSBbTaMJixk=
K2 Afterblack,https://thegoodride.com/snowboard-reviews/k2-afterblack-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Great,Good,Great,Great,Average,Good,['2020'],mens,T9ncv3gSEGfjgt3BIVRIgB6SzN4=
K2 Broadcast,https://thegoodride.com/snowboard-reviews/k2-broadcast-2019-snowboard-review,Loved it!,Freeride,Intermediate - Expert,"< 8, 8-10, 10-12, > 12",China,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Good,Great,Great,Good,Good,Average,Good,['2019'],mens,rnAklWsA9vaWVCkwKn5F/mCTGWc=
K2 Carve Air,https://thegoodride.com/snowboard-reviews/k2-carve-air-2017-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",China,Directional,Mostly Camber,Centered,Feels Normal,Average,Great,Good,Good,Good,Average,Good,Average,Good,['2017'],mens,TfgJ019+9jaQXsdTHZMqfxF2PVo=
K2 Cool Bean,https://thegoodride.com/snowboard-reviews/k2-cool-bean-2016-2019-snowboard-review,It´s OK,Powder,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Great,Average,Average,Good,Average,Poor,Average,Average,Average,"['2016', '2019']",mens,YksInANi4kZ2bslu5jvmQTyi/Ps=
K2 Eighty Seven,https://thegoodride.com/snowboard-reviews/k2-eighty-seven-2017-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Good,Good,Average,Average,Average,Poor,Average,"['2017', '2019']",mens,wTRPsa1ga04jK4EwpwtB1f6OxUY=
K2 Joy Driver,https://thegoodride.com/snowboard-reviews/k2-joy-driver-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Good,Great,Great,Good,Good,Poor,Good,['2020'],mens,kWMDiEboY9q0mlbPHI82aI11Tyc=
K2 Manifest,https://thegoodride.com/snowboard-reviews/k2-manifest-2019-snowboard-review,Loved it!,All Mountain,Intermediate - Expert,"8-10, 10-12",China,Twinish,Hybrid Camber,Setback -20mm,Feels Normal,Good,Great,Great,Great,Good,Good,Great,Average,Great,['2019'],mens,SsoQG/u9uFqaVuJU1Ez5IPjf090=
K2 Overboard,https://thegoodride.com/snowboard-reviews/k2-overboard-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Good,Good,Great,Good,Poor,Average,Poor,Average,['2020'],mens,vHIsruyLINNk+tvRERhBIZPbZg8=
K2 Party Platter,https://thegoodride.com/snowboard-reviews/k2-party-platter-2017-2019-snowboard-review,Pretty Good,Powder,Intermediate - Expert,"8-10, 10-12",China,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Great,Average,Poor,Average,Poor,Average,Average,Average,Poor,"['2017', '2019']",mens,vIKFGhMU8FQBd1GtA0GfmnxLLfw=
K2 Raygun,https://thegoodride.com/snowboard-reviews/k2-raygun-2010-2019-snowboard-review,Pretty Good,All Mountain,Beginner - Expert,"8-10, 10-12, > 12",China,Directional Twin,Flat to Rocker,Setback -20mm,Feels Normal,Good,Average,Average,Average,Great,Good,Average,Good,Average,"['2010', '2019']",mens,jw2A+4vwPPmKyH43LfwdyQ6kNrg=
K2 Simple Pleasures,https://thegoodride.com/snowboard-reviews/k2-simple-pleasures-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Good,Poor,Good,['2020'],mens,9MoLgl9D2R3OyuVcNLTWsNnCOPA=
Korua Bullet Train,https://thegoodride.com/snowboard-reviews/korua-bullet-train-2020-snowboard-reveiw,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Mostly Camber,Setback -20mm,Feels Normal,Good,Excellent,Excellent,Excellent,Average,Poor,Average,Poor,Poor,['2020'],mens,xzXFU56sd4sTzr5LxNYb26AGQiU=
Korua Cafe' Racer,https://thegoodride.com/snowboard-reviews/korua-cafe'-racer-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"< 8, 8-10, 10-12, > 12",Poland,Tapered Directional,Mostly Camber,Setback -20mm,Feels Normal,Great,Excellent,Excellent,Great,Great,Poor,Average,Poor,Good,['2020'],mens,OLJuMjHluCQTvZEBqb5hkzC2u2s=
Korua Dart,https://thegoodride.com/snowboard-reviews/korua-dart-2019-2020-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Excellent,Great,Great,Great,Good,Poor,Good,Poor,Good,"['2019', '2020']",mens,uUX7xN3iVQv0yBAXvNzvzAiiaNw=
Korua Otto,https://thegoodride.com/snowboard-reviews/korua-otto-2018-2020-snowboard-review,Loved it!,All Mountain,Advanced - Expert,"8-10, 10-12",Poland,Directional,Directional Camber,Setback -10mm,Feels Heavy,Good,Great,Great,Great,Good,Good,Great,Average,Good,"['2018', '2020']",mens,KUK5R9Z88d6MPOQMZSTXZXvapug=
Korua Pencil,https://thegoodride.com/snowboard-reviews/korua-pencil-2019-2020-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",poland,Tapered Directional,Directional Camber,Setback -20mm,Feels Heavy,Great,Excellent,Excellent,Great,Good,Poor,Good,Poor,Average,"['2019', '2020']",mens,FyXJOsOy6nm3IKqskfW0mVXX6i8=
Korua Pencil Plus,https://thegoodride.com/snowboard-reviews/korua-pencil-plus-2018-2020-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Directional Camber,Setback -20mm,Feels Light,Great,Great,Great,Good,Average,Poor,Average,Poor,Average,"['2018', '2020']",mens,ZNhjP54Z4Y02iRmmAc9pLd0W584=
Korua Pocket Rocket,https://thegoodride.com/snowboard-reviews/korua-pocket-rocket-2020-snowboard-review,None,Powder,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Light,Excellent,Good,Poor,Average,Poor,Poor,Poor,Poor,,['2020'],mens,8tDZtdZdj8Gw4tykAjnfAGqKong=
Korua Puzzle,https://thegoodride.com/snowboard-reviews/korua-puzzle-snowboard-review-and-buying-advice,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Europe,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Excellent,Excellent,Great,Average,Poor,Average,Poor,Average,[],mens,lBlZJUv2aelcHUG/cz6mf3V5iJg=
Korua Stealth,https://thegoodride.com/snowboard-reviews/korua-stealth-2018-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Good,Good,Poor,Average,Poor,Average,"['2018', '2019']",mens,3/WHx27LImrvqrTFc3abn+55PB8=
Korua Tranny Finder,https://thegoodride.com/snowboard-reviews/korua-tranny-finder-2018-2020-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Poor,Good,"['2018', '2020']",mens,mT5hY/g23iFTfYPn/sinJmXgGyY=
Korua Tranny Finder Plus,https://thegoodride.com/snowboard-reviews/korua-tranny-finder-plus-2019-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Poland,Tapered Directional,Directional Camber,Setback -20mm,Feels Light,Great,Great,Great,Good,Average,Average,Good,Poor,Good,"['2019', '2020']",mens,bABjtniYHBsQKyxf6jr3E1ksVRA=
Lago Double Barrel,https://thegoodride.com/snowboard-reviews/lago-double-barrel-snowboard-review-2017,None,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",None,Asymmetrical Twin,Mostly Camber,Centered,Feels Normal,Poor,Great,Great,Great,Good,Excellent,Great,Good,Great,['2017'],mens,deENUEAOrCpTwmXLA0PIJaqcT6k=
Lago Open Road,https://thegoodride.com/snowboard-reviews/lago-open-road-snowboard-review-2017,None,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Good,,Great,Great,Average,Average,Good,Poor,Average,['2017'],mens,KtQDYwnZNzICRIXu5reChknckmI=
Lib Tech Attack Banana,https://thegoodride.com/snowboard-reviews/lib-tech-attack-banana-2011-2019-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, 10-12, > 12",USA by Mervin,Directional Twin,Hybrid Rocker,Centered,Feels Normal,Good,Average,Average,Good,Great,Great,Great,Average,Great,"['2011', '2019']",mens,1YYflLbbBimJ6qTOg7Hn8Lz9vGA=
Lib Tech Banana Magic,https://thegoodride.com/snowboard-reviews/lib-tech-banana-magic-2010-2019-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Mervin,True Twin,Hybrid Rocker,Centered,Feels Light,Average,Average,Average,Good,Great,Great,Good,Good,Great,"['2010', '2019']",mens,DQ5Hyml7QgS1m6xu5rMrcA271kU=
Lib Tech Box Knife,https://thegoodride.com/snowboard-reviews/lib-tech-box-knife-2018-2020-snowboard-review,None,Freestyle,Intermediate - Expert,"< 8, 8-10, 10-12",USA by Mervin,True Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Great,Good,Great,"['2018', '2020']",mens,Cy/4or441HikhFVH+6n/7095nxE=
Lib Tech Box Scratcher,https://thegoodride.com/snowboard-reviews/lib-tech-box-scratcher-2011-2019-snowboard-review,Loved it!,Jib / Street,Beginner - Expert,"8-10, 10-12",USA by Mervin,True Twin,Continuous Rocker,Centered,Feels Normal,Poor,Average,Average,Average,Great,Great,Good,Excellent,Good,"['2011', '2019']",mens,fpqy6y2wKLvApRXmfHLXNX5NjYY=
Lib Tech BRD,https://thegoodride.com/snowboard-reviews/lib-tech-brd-2020-snowboard-review,None,Freeride,Intermediate - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Average,Good,['2020'],mens,jQOFkq0kJNwr54yoyWAh40HEDO0=
Lib Tech Cold Brew,https://thegoodride.com/snowboard-reviews/lib-tech-cold-brew-2018-2020-snowboard-review,Pretty Good,Freeride,Beginner - Expert,"< 8, 8-10, 10-12, > 12",USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Average,Average,Average,Poor,Average,"['2018', '2020']",mens,cjv2ZOQovKIOSZ6y5RPjOjMZ3fs=
Lib Tech Double Dip,https://thegoodride.com/snowboard-reviews/lib-tech-double-dip-2018-2019-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12, > 12",USA by Mervin,True Twin,Hybrid Rocker,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Good,Good,Great,"['2018', '2019']",mens,J9CuJG+369Otp4uXiqR3gIrQVbc=
Lib Tech Doughboy Shredder,https://thegoodride.com/snowboard-reviews/lib-tech-doughboy-shredder-2019-snowboard-review,Liked it!,Freeride,Expert,"8-10, 10-12",USA by Mervin,Directional,Mostly Camber,Setback over 20mm,Feels Heavy,Good,Great,Great,Excellent,Poor,Good,Average,Poor,Poor,['2019'],mens,M+GKc6aE1PrVthugFaUJJLCAZ+c=
Lib Tech Dynamo,https://thegoodride.com/snowboard-reviews/lib-tech-dynamo-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Good,Good,Great,Average,Great,['2020'],mens,IJj11kRxvbOUoykPJqS2IBzrcqM=
Lib Tech EJack Knife,https://thegoodride.com/snowboard-reviews/lib-tech-ejack-knife-2018-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Average,Excellent,Excellent,Great,Good,Good,Great,Poor,Great,"['2018', '2019']",mens,UidKSZ+FGB2J7n3bQ9tUq8s1qQQ=
Lib Tech Hot Knife,https://thegoodride.com/snowboard-reviews/lib-tech-hot-knife-2013-2019-snowboard-review,Liked it!,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12, > 12",USA by Mervin,True Twin,Mostly Camber,Centered,Feels Heavy,Poor,Great,Great,Good,Good,Great,Great,Average,Great,"['2013', '2019']",mens,uZgNTvvTJXKySwqKULJsFjpLEKk=
Lib Tech Jamie Lynn Dagmar,https://thegoodride.com/snowboard-reviews/lib-tech-jamie-lynn-dagmar-2019-2020-snowboard-review,Pretty Good,Freeride,Beginner - Expert,"< 8, 8-10, 10-12",USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Great,Average,Good,Average,Good,"['2019', '2020']",mens,hu61q8XTo6OmvTxWdXera3uN/Iw=
Lib Tech Jamie Lynn Titty Fish,https://thegoodride.com/snowboard-reviews/lib-tech-jamie-lynn-titty-fish-2019-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Average,Great,Poor,Great,"['2019', '2020']",mens,RpynmBSM4FImkahACguWy8Y1WDA=
Lib Tech Lando Phoenix,https://thegoodride.com/snowboard-reviews/lib-tech-lando-phoenix-2010-2019-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, 10-12",USA by Mervin,Twinish,Hybrid Rocker,Setback over 20mm,Feels Heavy,Good,Good,Good,Great,Average,Good,Good,Average,Good,"['2010', '2019']",mens,b0WadiEiRH3L6T2sBOY7hiq8dPc=
Lib Tech Lost Quiver Killer,https://thegoodride.com/snowboard-reviews/lib-tech-lost-quiver-killer-2021-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Good,Good,Average,Good,['2021'],mens,j/eVAzBGKo/mMpJ4tPTM21Etw2c=
Lib Tech Lost Retro Ripper,https://thegoodride.com/snowboard-reviews/lib-tech-lost-retro-ripper-2021-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Great,Excellent,Excellent,Great,Average,Poor,Good,Poor,Average,['2021'],mens,m7O2+xs1TOG/18d07Zbk+t2NgOc=
Lib Tech  Lost Rocket,https://thegoodride.com/snowboard-reviews/lib-tech-lost-rocket-2018-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Poor,Good,"['2018', '2020']",mens,/Z74Kx5g7VPtGM9Wr1O1V9dfzR4=
Lib Tech Lost Round Nose Fish,https://thegoodride.com/snowboard-reviews/lib-tech-lost-round-nose-fish-2019-snowboard-review,Loved it!,Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Average,Average,Good,Great,Good,Great,Average,Great,['2019'],mens,YKxnpUklzI0zuZ0hKh33i7I1HCA=
Lib Tech Lost Twin Rocket,https://thegoodride.com/snowboard-reviews/lib-tech-lost-twin-rocket-2018-snowboard-review,Pretty Good,Freeride,Advanced - Expert,"10-12, > 12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Average,Good,Good,Poor,Good,['2018'],mens,0CZmw0JTTg6S1Lx/HoMyAmdr5lQ=
Lib Tech Magic BM,https://thegoodride.com/snowboard-reviews/lib-tech-magic-bm-2020-snowboard-review,None,All Mountain,Beginner - Expert,"8-10, 10-12",USA by Mervin,Directional,Hybrid Rocker,Setback over 20mm,Feels Light,Good,Average,Average,Average,Good,Good,Good,Good,Good,['2020'],mens,dgUAmqvEeYrsoPZuxQepXnmsDLQ=
Lib Tech MC Snake Kink,https://thegoodride.com/snowboard-reviews/lib-tech-mc-snake-kink-2021-snowboard-review,None,Freeride,Advanced - Expert,8-10,USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Good,Average,Good,Average,Great,['2021'],mens,X1r7d+qyoLml5icR2XnWxAVue7g=
